array_element_name,H_CHIP_263_A,H_CHIP_263_B,H_CHIP_264_A,H_CHIP_264_B,H_CHIP_265_A,H_CHIP_265_B,H_CHIP_266_A,H_CHIP_266_B,H_CHIP_267_A,H_CHIP_267_B,H_CHIP_268_A,H_CHIP_268_B,H_CHIP_269_A,H_CHIP_269_B
AT1G69510,325.4,405.7,338.7,444.2,475.6,431.1,486.6,385.1,830.4,539.1,716.3,518.0,553.2,674.9
AT1G30380,4372.4,2805.6,3805.8,3396.2,3653.5,4167.7,4817.7,3467.1,5327.1,4383.1,4567.8,4174.9,4713.8,4552.7
AT1G30360,1339.5,1231.4,977.6,825.2,1050.0,787.8,973.6,832.7,1476.8,1142.9,1463.9,1127.6,1282.9,1164.9
AT3G12290,1364.4,1202.6,1321.9,1218.0,1572.1,1374.6,1564.5,1553.6,1299.0,1342.8,1245.4,1251.6,1403.9,1272.6
AT3G12320,74.7,36.1,258.2,290.3,296.2,253.6,284.7,329.5,110.0,117.5,72.2,69.1,88.7,91.6
AT3G12260,1433.9,2072.7,1373.9,2113.1,1410.2,1602.2,1399.1,1782.5,1558.8,1740.5,1596.1,1717.9,1603.9,1820.8
AT3G12120,4671.0,3687.0,3520.4,3094.8,4292.6,3805.5,4499.8,3951.0,7742.7,7018.5,8107.2,7303.7,7092.5,7648.3
AT3G12630,615.6,410.9,663.7,606.8,833.8,589.7,734.7,642.9,870.4,836.4,858.7,807.7,772.4,739.6
AT3G12490,1573.8,1535.3,1374.9,1198.8,1545.2,1463.7,1563.8,1670.6,1307.7,1394.5,1136.3,1237.6,1243.3,1126.0
AT3G12390,3344.5,2834.9,3331.1,2940.7,2998.3,2939.9,2982.3,3103.8,2538.1,2396.1,2351.3,2745.5,2645.5,2522.7
AT3G12580,9.2,4.0,4.4,1.5,7.1,4.0,2.6,2.6,297.1,209.3,303.6,330.8,318.4,217.7
AT1G50920,1052.3,1136.6,1151.1,1112.7,1075.0,1222.5,1027.2,1189.4,781.6,913.7,817.3,1133.5,892.0,974.5
AT1G50900,1145.6,746.2,1062.8,817.8,771.8,975.7,1003.2,932.8,1183.6,877.7,666.8,868.4,937.1,769.2
AT1G56340,1846.5,1988.5,1946.8,2095.4,1869.0,2080.5,1590.0,2249.9,1738.1,2150.2,1654.7,2202.7,1899.1,1833.4
AT1G56300,653.5,672.2,45.2,40.0,33.5,40.5,24.6,31.7,894.1,942.1,1062.7,1022.1,929.3,971.6
AT1G56200,940.2,824.4,942.6,889.1,1083.1,999.5,1358.1,904.7,2215.3,1792.2,1711.7,1741.3,1829.1,1759.6
AT1G56330,2660.8,2374.9,2697.8,2476.4,2485.0,2340.0,2640.0,2402.6,2133.9,2103.5,2333.7,1940.5,2321.1,2212.4
AT1G56220,484.4,404.5,331.5,300.3,616.4,507.8,670.1,645.0,961.7,1072.9,1013.9,988.8,1035.3,1033.2
AT1G56280,1367.7,1596.6,1276.5,1405.6,1856.2,1767.9,1774.6,1995.0,3191.3,3825.9,3816.5,4339.5,3512.6,4607.6
AT1G56190,376.7,449.8,555.6,599.5,546.1,618.5,537.4,538.5,374.0,403.2,316.9,347.3,352.4,352.4
AT1G51670,199.9,185.9,133.1,140.8,170.7,143.2,140.8,120.2,299.3,340.1,413.6,374.1,359.8,383.0
AT1G51710,1291.6,991.0,1349.1,1039.8,1281.2,990.5,1270.9,1008.9,1047.7,899.9,1050.2,991.5,960.3,965.9
AT1G51650,1240.2,1667.2,1289.5,1934.4,1357.2,1992.9,1085.2,1740.3,1016.3,1155.3,892.3,947.5,976.1,1052.3
AT1G48830,3787.2,3688.4,3643.8,3703.8,3282.0,3766.1,3495.2,3627.7,3529.5,3589.2,3644.3,3970.4,3556.4,3583.2
AT1G48630,4048.5,4298.6,4344.2,4822.2,3892.9,4450.1,3676.2,4050.9,2693.1,2853.7,2849.9,2909.6,2928.1,3075.6
AT3G08510,795.5,829.8,514.8,555.8,625.2,671.8,572.8,649.1,849.9,899.2,918.9,975.4,997.5,984.9
AT1G13560,1459.3,1515.3,1163.4,1383.9,1144.2,1257.8,1086.4,1200.9,1139.2,1072.5,1150.9,1111.3,1112.0,1072.5
AT1G16920,1769.8,1503.6,1686.7,1511.0,1473.0,1481.0,1709.7,1489.4,1916.9,1719.8,1971.3,1838.4,1993.0,1904.4
AT1G16810,490.8,665.0,478.4,577.8,568.5,560.5,489.1,573.8,608.9,1000.2,635.7,1134.1,624.1,949.2
AT1G16880,616.7,423.0,615.1,424.7,501.2,447.2,570.5,419.0,420.8,408.3,333.5,230.8,350.8,285.0
AT1G18250,3141.1,3174.8,3227.9,3541.4,3075.2,3560.9,3032.0,3367.2,2050.8,1981.0,2267.2,2109.8,2377.4,2232.0
AT1G18080,7760.8,5933.4,7421.0,6374.2,6696.5,6328.7,6830.5,6340.9,6496.6,6008.8,6315.3,6035.2,6032.7,5982.7
AT1G20693,1595.9,1427.3,1149.9,966.5,1056.4,1051.1,1042.6,1084.1,1274.0,1162.0,1089.5,1371.9,1185.7,1198.6
AT1G20696,2085.0,2052.0,1374.0,1348.4,1160.8,1229.1,1355.6,1296.8,1600.8,1914.9,1638.6,1755.8,1888.9,1961.4
AT1G13710,3284.0,2772.8,2999.7,2569.7,3142.4,2479.8,2879.6,2764.8,3331.8,3602.3,4700.2,4004.9,4285.3,3963.1
AT1G07070,822.7,848.1,775.2,952.8,688.4,917.9,707.3,832.1,433.8,451.9,461.7,528.2,529.3,523.4
AT1G07170,633.3,525.6,610.8,541.7,591.9,644.4,656.0,577.7,860.3,705.0,746.9,859.3,843.0,616.8
AT1G07140,2172.9,1867.7,2309.7,2117.5,2343.0,2076.5,2074.4,2024.4,2152.6,2009.8,2265.2,1837.7,2215.9,2296.3
AT1G34130,1062.6,941.5,1040.5,968.0,973.1,837.0,925.3,855.0,759.9,758.0,893.1,739.7,708.4,834.2
AT1G34030,1805.3,2313.5,1964.5,2498.5,1783.8,2345.0,1745.7,2404.7,1286.2,1710.1,1406.1,1854.8,1559.5,1756.6
AT1G29910,4444.7,5248.3,4309.8,5408.5,4700.3,6604.3,4421.5,5621.5,4401.6,5398.9,3034.2,4172.1,4171.0,4520.4
AT1G29850,614.2,864.6,597.7,957.7,616.5,909.1,674.9,897.5,555.7,646.0,516.5,798.9,632.6,735.5
AT1G29900,1251.7,1074.8,1186.2,897.7,1015.1,958.7,1113.5,933.7,1024.8,871.1,943.0,942.4,950.5,872.8
AT1G22300,2790.0,2731.9,2709.0,2861.1,2826.6,2836.1,2817.0,2885.8,2541.3,2955.7,2841.9,2908.3,2622.9,2948.6
AT1G20330,2135.0,1565.5,2031.7,1749.1,2287.7,1959.3,2239.4,2184.4,1809.3,1625.2,1769.8,1931.4,1819.1,1723.9
AT1G20340,2563.2,1738.8,2570.8,2041.2,2579.0,2395.8,3148.9,2043.7,3485.4,2894.5,3279.5,3026.4,3713.3,3478.3
AT1G17880,3508.4,3648.4,3663.7,4183.1,3390.3,3746.7,3298.8,3790.7,2658.6,3203.1,2501.7,3685.6,2884.9,3001.8
AT1G17860,430.3,422.8,361.6,315.3,261.4,256.8,300.6,277.1,603.0,615.7,406.4,372.9,633.5,422.0
AT1G66970,288.5,258.6,583.3,649.6,704.6,621.5,502.6,567.9,320.5,351.8,265.2,155.7,166.2,192.8
AT2G40590,1193.2,1588.3,1250.9,1548.3,963.2,1496.9,1225.3,1466.5,827.7,1153.2,684.4,1091.1,869.4,894.1
AT2G33340,1264.4,1489.1,1294.0,1396.5,1307.2,1516.9,1262.5,1573.5,1743.4,1780.9,1540.5,1810.8,1575.7,1621.7
AT2G33410,1043.1,991.0,1012.6,922.9,1050.3,891.6,935.2,905.5,1188.3,1126.5,1206.4,1120.3,1094.2,1177.0
AT2G33450,1458.1,1112.7,1320.3,1179.4,1191.2,1248.9,1420.7,1131.8,1255.3,1093.9,860.3,1019.5,1078.4,986.3
AT2G33370,3345.0,3503.9,3183.8,3350.6,3117.9,3560.4,3051.6,3759.5,3448.9,3606.4,2812.2,3847.4,3354.4,3283.1
AT2G33620,1246.4,1000.7,1003.8,1027.1,1093.4,911.9,1137.2,1000.7,1615.9,1346.5,1655.2,1495.3,1426.4,1462.2
AT4G10270,1009.8,857.1,1389.0,1326.5,1754.5,1405.2,1614.2,1499.0,1109.1,1234.4,1060.9,1203.5,1257.7,1234.1
AT1G16740,1351.5,1254.0,1301.2,1241.3,1090.4,1136.1,1202.0,1088.8,988.5,985.7,988.2,1112.6,819.5,931.7
AT1G18590,75.2,83.4,99.6,90.0,59.3,87.6,73.2,64.2,182.1,123.0,513.4,131.6,113.1,66.8
AT1G18540,5418.4,5341.8,5367.5,5070.6,4930.1,4907.8,5002.3,4676.1,4160.8,4316.3,4463.1,4145.8,4083.5,4397.1
AT1G18650,696.8,786.2,505.2,713.1,658.1,762.9,754.9,798.8,838.6,1036.6,633.9,958.3,711.7,1041.9
AT1G25450,427.9,542.5,310.5,481.5,330.2,312.2,379.6,277.7,720.1,517.2,321.9,528.3,558.8,541.2
AT1G31970,1268.5,1238.2,1139.9,1215.4,1216.8,1251.6,1243.5,1272.8,998.4,997.2,1007.7,1292.1,994.4,1017.4
AT1G32050,2298.4,2547.8,2137.4,2064.3,2175.3,2427.4,2309.7,2623.5,2196.0,2392.3,2233.0,2091.9,2319.8,2394.3
AT1G32060,569.8,443.5,702.6,535.6,644.3,742.5,695.2,541.9,844.8,722.0,542.0,550.0,630.8,596.4
AT4G00100,5515.6,4777.6,5382.6,4944.5,5151.5,5061.8,5012.8,4924.4,5116.4,5026.6,5363.4,5233.4,4934.3,4868.8
AT4G00430,5166.1,4064.3,4560.6,3889.4,4676.7,4111.4,4966.0,4612.7,5108.4,4804.8,5602.7,5141.0,4937.3,5016.2
AT4G00585,841.9,636.7,999.9,731.3,1013.6,782.2,930.7,734.6,1170.4,687.1,1014.8,653.9,923.5,689.0
AT4G00720,404.1,457.8,363.9,394.3,398.3,487.6,378.0,469.6,498.5,560.0,573.4,690.9,518.9,677.1
AT4G00810,3034.1,2429.5,2860.5,2765.2,2677.8,2664.9,2865.2,2743.4,2124.6,2238.6,1885.3,2240.6,1915.4,2121.1
AT4G00860,2115.9,1659.6,2096.7,1897.5,2062.9,1958.7,2213.3,2014.4,1743.9,1330.0,1394.7,1321.0,1579.4,1422.6
AT4G01310,1502.2,1416.6,1418.3,1493.8,1214.8,1447.0,1467.1,1179.6,1077.0,1061.8,740.5,857.4,992.5,933.9
AT4G01370,904.2,890.7,959.1,972.5,1011.1,943.3,1029.0,929.6,741.3,728.0,856.9,690.7,741.1,773.3
AT4G01150,2773.7,2217.4,2627.0,2409.7,2517.6,2287.4,2626.4,2003.6,2894.9,2558.0,2397.7,2030.6,2527.9,2600.3
AT4G01320,1047.7,1172.0,1054.8,1101.8,1048.5,1051.0,994.2,1015.1,808.3,782.2,853.2,818.1,864.1,881.6
AT4G01610,560.7,694.6,572.6,710.0,675.3,702.3,681.0,721.7,860.0,972.2,903.3,933.5,947.2,952.9
AT4G01850,2496.8,2130.1,2961.4,2315.1,2519.1,2494.8,2792.6,2273.5,2601.9,2092.4,1995.4,1955.2,2396.5,2296.0
AT4G02130,411.0,305.2,555.7,462.3,750.3,524.8,702.5,564.8,596.1,502.3,350.5,425.2,483.1,500.4
AT4G02150,982.8,870.8,993.1,897.2,1066.4,1028.6,978.5,984.5,724.7,736.1,731.6,728.0,733.4,661.4
AT4G02060,1108.7,1024.5,935.0,772.2,887.3,717.8,830.0,650.7,958.0,839.2,1126.1,965.8,1098.4,886.1
AT4G02290,1026.2,900.5,1120.5,787.3,1028.9,800.3,909.2,827.3,1655.8,1504.3,1917.8,1519.5,1695.8,1425.5
AT4G02230,3357.6,2919.1,3158.0,3046.4,3136.0,3284.2,3081.9,3415.9,3693.4,3609.1,3619.3,4054.0,3764.7,3685.0
AT4G02450,1412.4,1435.9,1578.4,1645.9,1353.1,1452.8,1358.0,1413.7,949.7,1193.7,1005.9,1091.6,1125.5,1130.2
AT4G02480,763.3,659.5,794.7,613.8,921.0,728.8,872.0,698.3,996.7,724.6,730.1,808.1,847.1,673.5
AT4G02370,405.6,710.7,396.8,555.8,432.5,542.2,337.1,536.4,362.2,607.4,421.9,518.9,397.7,563.8
AT4G02620,968.5,835.9,1127.2,996.2,1131.3,1036.4,1083.8,1030.3,873.0,803.7,950.9,715.4,881.3,857.8
AT4G02580,1927.6,1716.0,1944.1,1800.8,1765.0,1683.9,1801.5,1736.1,1823.6,1666.9,1563.7,1494.0,1631.3,1553.9
AT4G02930,1521.6,1567.4,1545.5,1618.5,1394.4,1490.7,1275.5,1323.2,1182.9,1275.4,1367.8,1285.1,1285.4,1270.2
AT4G02840,601.4,986.7,615.0,875.4,638.4,904.5,507.6,842.6,480.3,810.0,689.1,671.9,377.8,873.6
AT4G02890,2148.7,2432.0,2617.3,2644.0,2814.4,2603.1,2559.4,2782.4,2742.8,3188.9,2775.4,3277.1,2721.5,2956.2
AT4G02800,306.0,511.7,352.2,570.9,316.7,502.3,328.1,525.7,240.8,326.2,199.3,277.5,171.6,262.7
AT4G03210,5801.7,5534.0,4981.7,4969.0,5904.3,5532.9,5361.0,6264.6,6175.1,6237.1,5454.8,6731.1,5803.1,6574.6
AT4G03280,1689.1,1355.4,1842.4,1477.3,1841.9,1858.9,2028.0,1703.2,2000.1,1675.9,1565.2,1363.3,1783.7,1759.2
AT4G03520,1834.2,1522.0,1648.3,1257.6,1705.1,1485.1,1834.6,1387.3,1967.9,1663.2,1622.1,1543.1,1940.0,1519.3
AT4G04340,559.5,475.7,357.3,324.9,420.8,318.9,414.7,350.1,566.5,541.6,619.6,583.5,624.1,520.0
AT4G04610,128.9,123.2,175.2,99.0,62.2,91.0,70.8,59.0,285.6,266.5,598.8,295.8,265.7,227.5
AT4G04640,1700.5,1265.0,1442.9,1323.6,1643.4,1547.5,1788.7,1228.0,2015.2,1547.7,1662.2,1575.9,1800.5,1543.4
AT4G04890,1015.4,950.1,840.7,744.2,732.2,631.5,805.0,584.6,906.0,757.6,843.5,756.5,884.0,863.4
AT4G05050,1909.4,2069.2,2349.4,2687.5,2288.4,2416.6,2064.6,2412.0,2117.5,2721.7,2441.7,2541.2,2158.6,2336.3
AT4G05180,2085.1,1663.3,1556.6,1454.3,1923.6,2310.6,2278.7,1869.5,2818.4,2611.8,2321.7,2637.5,2972.7,2781.1
AT4G05320,4509.2,4705.7,4558.0,5081.6,4676.8,5242.3,4347.2,5175.9,4823.4,5589.8,5220.5,5891.3,4205.0,5934.7
AT4G05410,684.4,700.6,684.1,644.4,603.9,551.6,608.2,512.5,374.4,359.1,473.4,427.4,461.1,425.3
AT4G08150,518.7,378.1,579.5,405.3,847.3,584.7,665.8,771.4,460.8,600.3,625.3,511.7,597.0,514.6
AT4G08390,683.1,665.1,749.2,752.0,708.1,605.9,727.2,645.9,445.9,458.1,420.3,456.3,452.4,529.1
AT4G08685,779.8,440.9,614.1,508.5,581.1,485.5,711.4,512.4,1277.4,743.8,1190.2,928.7,1408.3,1109.1
AT4G08950,363.0,407.6,678.5,611.0,792.7,713.3,1011.7,883.4,827.6,540.9,533.8,579.2,587.7,646.0
AT4G09020,632.6,537.4,289.8,243.5,275.7,193.7,304.6,232.8,687.0,568.0,609.3,619.9,593.6,543.3
AT4G09000,5294.3,5479.7,5102.7,5280.5,4815.5,4819.3,4620.5,4555.8,4913.3,5038.0,5244.3,4758.3,4542.7,5012.4
AT4G09030,179.9,125.2,295.3,338.2,283.8,327.3,296.5,322.8,141.5,94.5,85.5,34.7,63.5,55.1
AT4G09320,10365.7,7603.3,10093.3,7845.2,8528.8,9007.4,9286.3,8051.5,8045.8,7432.4,8497.3,7577.8,7763.6,8517.4
AT4G09830,349.0,457.1,416.0,416.1,513.7,521.0,514.6,530.9,767.7,810.3,756.2,755.4,680.8,850.9
AT4G09800,3701.8,3963.0,3622.8,3923.8,3568.6,3968.7,3443.7,3792.9,3748.6,3908.0,3570.3,4212.6,3638.7,3927.2
AT4G10060,811.0,730.9,862.7,853.0,915.4,986.3,954.0,908.2,719.6,744.9,601.7,644.4,712.7,693.9
255020_at,1652.7,1614.2,1707.2,1569.2,1620.7,1435.9,1547.5,1340.8,1210.0,1429.7,1200.7,1402.9,1389.6,1419.2
AT4G10340,6685.8,5539.7,5930.4,5517.5,6486.7,7496.4,6733.2,6728.4,7960.9,7711.6,6269.1,7980.7,6839.9,7195.6
AT4G10450,2100.1,2303.9,2143.3,2451.2,2048.5,2215.4,1957.6,2228.6,1519.1,1725.2,1490.9,1720.2,1531.6,1553.1
AT4G10480,3581.5,3345.8,3367.0,3427.9,2951.9,3069.7,3081.0,2951.7,2631.0,2517.3,2612.6,2848.0,2692.1,2818.5
AT4G10610,1181.3,952.2,1112.5,960.0,1344.9,1286.6,1474.5,1222.5,1456.7,1062.6,1369.8,1361.5,1488.6,1187.0
AT4G11010,1517.5,1691.5,1683.1,2074.0,1651.9,1997.3,1688.9,1930.1,1252.6,1416.4,1209.4,1107.3,1165.8,1435.2
AT4G11150,1932.4,1959.4,2134.9,2266.8,2362.7,2241.2,2127.1,2260.6,2189.1,2131.0,2136.8,1947.4,2041.3,2059.3
AT4G11240,499.5,456.1,507.2,452.4,556.2,466.5,597.7,488.0,789.5,712.6,777.7,770.9,743.9,785.9
AT4G11420,1219.8,992.2,1140.7,912.5,1079.2,845.4,1109.8,836.6,861.8,761.0,835.2,806.0,858.1,770.6
AT4G11600,930.6,793.1,789.2,515.7,654.4,621.5,669.7,803.6,654.3,518.5,639.4,556.8,630.5,541.5
AT4G12030,119.0,84.9,174.4,101.2,62.1,77.8,90.4,51.7,455.6,178.0,877.7,218.6,121.9,118.9
AT4G12420,1832.2,1815.9,1691.6,1250.0,1808.9,1519.5,1422.8,1569.0,1643.0,1729.8,1613.5,1463.4,1240.1,1721.5
AT4G12650,1559.4,1176.9,1321.7,1199.6,1228.9,1099.3,1195.9,1124.4,1347.5,1095.9,1244.4,1067.1,1284.4,1134.4
AT4G12600,2798.1,2102.7,2915.0,2294.0,2498.3,2313.0,2665.9,2179.4,2426.3,1931.3,2042.3,1984.1,2556.4,2138.9
AT4G12800,2698.3,2350.1,2330.5,2331.2,2401.2,2593.0,2788.5,2187.2,2957.0,2822.9,2826.6,2365.7,2711.0,2734.3
AT4G13170,2225.0,1559.2,2088.3,1670.3,1779.3,1477.8,1862.6,1420.6,1716.7,1231.4,1578.5,1580.6,1803.2,1510.2
AT4G13430,1566.6,1646.3,1599.8,1619.6,1542.4,1590.7,1600.7,1635.0,1767.9,1675.2,2428.4,1704.3,1623.0,1738.5
AT4G13520,1444.9,1262.8,1344.1,1280.7,1300.0,1368.0,1312.5,1327.1,1631.0,1524.7,1401.9,1521.7,1606.9,1514.7
AT4G13930,1858.7,893.0,2813.5,966.8,2146.4,837.4,2221.3,867.5,2184.4,1050.6,1724.0,797.8,1545.9,1098.9
AT4G13850,4549.2,4166.3,4258.3,4176.4,3830.3,3733.8,3842.1,3909.0,4140.2,4237.8,4361.4,4643.4,4495.3,3962.4
AT4G13770,99.9,57.8,296.0,234.4,76.8,77.6,116.0,50.8,604.5,279.7,1376.5,315.0,120.4,117.8
AT4G18030,1169.4,937.1,1061.8,1014.1,1254.8,1031.4,1237.3,1129.7,1241.1,927.9,1101.9,971.0,1252.5,873.2
AT4G18040,1464.8,1565.9,1502.8,1593.6,1403.8,1286.1,1362.1,1424.0,1122.9,1159.8,1220.4,1402.6,1224.0,1174.1
AT5G46430,6230.8,6177.6,6379.9,6395.5,5998.2,6367.7,5956.6,6392.8,5616.5,6314.5,5628.4,6327.1,5305.1,6202.1
AT4G18480,1200.6,1156.1,1259.5,1205.3,1109.4,1158.6,1136.8,988.4,947.3,964.4,652.3,849.0,866.4,788.9
AT5G45775,5289.8,5821.3,5595.7,6397.1,5555.1,5870.0,5344.3,5630.6,4619.4,5186.3,4585.4,5075.0,4624.0,4898.7
AT4G19210,1177.2,1305.5,1122.2,1123.1,1112.2,1136.7,1098.1,1156.6,922.7,867.5,836.0,891.9,801.5,803.3
AT4G19410,1210.3,1268.5,1281.9,1483.2,1537.1,1737.4,1740.5,1975.8,1122.2,938.6,988.5,769.7,1140.3,1116.6
AT4G19400,376.2,397.2,351.7,349.2,285.8,301.8,331.7,276.3,533.6,504.7,529.6,579.5,516.7,539.2
AT4G19640,614.7,509.0,529.4,570.6,679.0,574.3,758.3,585.9,787.5,780.7,733.3,769.6,776.3,860.8
AT4G20150,2531.5,2072.4,2579.3,2166.5,2573.6,2219.2,2689.7,2176.2,2596.9,2070.0,2159.5,1957.5,2563.7,2154.8
AT4G20440,1076.2,814.6,900.6,735.8,889.3,748.7,913.4,742.0,856.6,664.2,854.1,722.3,933.5,711.9
AT4G20360,3977.3,3093.6,4274.7,3216.3,3299.6,3091.5,3605.4,2772.1,3824.5,2777.8,2908.2,3062.9,3485.1,2902.9
AT4G20980,783.8,962.0,796.3,995.4,757.8,873.2,870.7,819.2,555.4,615.7,609.3,582.6,585.4,582.0
AT4G20890,1352.3,1232.8,1294.9,1014.6,1053.7,1066.3,1409.5,1022.3,1138.2,948.1,1533.6,1143.0,1163.8,1243.4
AT4G20870,285.2,309.4,247.6,323.0,269.3,262.9,248.6,281.5,436.9,530.5,391.2,546.7,456.4,466.2
AT4G21150,1507.4,1384.6,1481.2,1379.4,1382.2,1338.5,1412.5,1270.7,1248.1,1119.0,1294.7,1163.3,1415.8,1159.4
AT4G21105,713.4,937.0,804.8,1295.0,854.8,1365.9,778.4,1246.1,630.2,810.5,548.1,727.3,639.2,732.2
AT4G21280,1608.4,1580.7,1750.6,1612.0,2073.4,2072.2,1845.7,1777.8,2190.5,1971.9,1683.8,1945.4,2276.4,1769.7
AT4G21450,492.3,681.8,520.7,688.5,604.0,684.7,562.1,876.1,488.0,740.7,512.3,672.9,528.1,617.2
AT4G21750,1107.8,969.0,913.0,853.6,886.6,862.7,1067.7,939.6,1160.5,1040.1,1308.5,1142.7,1187.4,1199.3
AT4G21620,920.7,1047.8,715.9,797.2,650.8,702.6,775.1,751.6,1136.7,951.4,1028.9,1189.0,1334.5,1238.1
AT4G21790,686.4,667.8,690.1,636.8,750.9,609.4,645.9,617.4,860.8,867.5,960.3,791.6,893.1,953.0
AT4G21960,8107.2,6794.2,6803.8,6426.4,8591.5,8670.7,8369.1,8970.7,7980.5,8278.4,8072.6,8078.0,7250.7,7363.5
AT4G21850,168.3,119.3,164.5,259.5,342.9,309.6,469.6,416.1,325.3,252.3,301.8,326.0,439.6,524.6
AT4G21903,192.7,223.0,141.6,186.8,269.9,254.7,307.8,304.5,217.0,231.1,193.2,368.4,511.2,458.0
AT4G22010,1168.1,955.2,1098.9,1020.8,1182.9,1130.8,1123.4,1328.1,896.7,738.7,762.4,834.6,929.7,757.7
AT4G22190,479.2,517.0,465.5,476.5,522.2,497.2,556.1,573.5,723.1,800.1,693.3,798.0,756.6,587.7
AT4G22310,1021.8,1159.0,1200.5,1412.9,1199.1,1367.3,1127.5,1402.9,973.4,1059.8,801.9,983.7,847.6,993.9
AT4G22490,6913.1,6172.4,5323.5,4313.4,4401.0,4324.4,4643.7,3676.5,9188.0,8299.4,8450.4,8961.1,8860.3,8893.9
AT4G22570,681.6,580.5,1048.5,904.4,930.6,806.1,754.8,596.9,710.6,610.0,684.2,669.2,584.9,567.7
AT4G22670,2027.1,1767.1,2125.8,1948.6,1974.4,1876.3,2043.6,1862.4,1338.9,1265.3,1389.8,1257.6,1397.0,1110.8
AT4G22870,950.0,961.3,629.2,988.3,807.4,1000.5,920.8,1142.3,578.1,568.7,203.4,401.5,613.5,537.2
AT4G23010,511.5,577.1,448.9,456.2,345.1,300.6,309.1,195.2,559.5,598.1,408.1,469.2,471.1,471.0
AT4G22890,625.7,575.2,637.0,655.3,714.8,738.7,861.7,651.0,876.8,898.9,884.5,874.9,829.8,919.0
AT4G23100,797.7,784.6,1034.1,1001.4,1104.4,1026.1,1092.6,1165.7,732.5,824.8,938.6,657.0,748.1,741.8
AT4G23470,547.1,513.7,632.9,739.0,847.5,808.6,707.6,755.6,501.6,489.0,507.1,376.4,472.3,433.0
AT4G23820,683.3,610.7,770.6,645.6,1013.2,927.0,982.0,1074.6,572.1,555.1,483.3,545.3,678.6,659.5
AT4G23650,719.3,790.6,930.0,931.7,814.9,880.9,720.3,849.2,637.4,808.0,588.2,802.2,669.6,698.0
AT4G23670,283.5,517.6,188.7,420.4,372.9,604.7,609.3,635.5,980.4,994.7,542.2,1140.2,917.9,1062.8
AT4G23630,3277.4,2929.7,3298.4,2887.5,3207.6,2687.2,2680.8,3006.0,3343.2,3107.1,3480.5,3093.7,3066.5,2967.1
AT4G23600,556.7,669.9,671.3,647.3,747.5,1028.8,1115.7,1160.3,561.4,461.3,312.0,478.8,613.6,731.0
AT4G23800,1316.8,1622.6,1181.6,1391.3,1123.2,1421.8,1059.0,1584.5,1161.2,1492.7,1026.0,1552.8,1223.7,1219.7
AT4G24110,164.4,149.0,257.5,247.7,427.4,410.9,457.8,440.8,201.6,242.1,282.7,190.3,309.5,357.3
AT4G24220,836.4,561.5,923.4,629.4,1132.6,717.4,1152.4,612.1,951.0,923.6,971.6,728.2,938.7,799.2
AT4G24330,723.1,824.4,784.6,921.0,725.5,800.3,790.2,772.1,586.7,625.7,626.0,619.8,549.8,680.8
AT4G24190,4126.7,3339.1,4465.7,3493.3,4298.9,3459.1,4380.4,3782.8,4185.2,4368.6,4497.4,3969.1,4144.5,4116.8
AT4G24690,963.2,715.8,957.1,633.8,1115.3,731.6,1016.2,778.2,1112.3,775.5,1104.1,807.8,1075.8,858.4
AT4G24780,681.7,603.7,614.5,609.7,560.9,459.1,547.4,430.3,931.8,872.0,1451.8,1056.7,1142.6,935.1
AT4G24770,1166.8,1104.6,1411.5,1163.1,941.4,1002.6,1096.4,878.8,1185.8,1169.8,973.7,1001.2,1154.7,954.7
AT4G24520,574.9,468.3,597.3,489.7,751.6,526.1,693.0,555.8,918.4,718.5,756.3,712.4,781.8,745.8
AT4G24830,1641.1,1382.3,1499.6,1335.0,1302.9,1309.7,1405.2,1273.0,1228.0,1138.0,1219.2,1142.5,1109.9,1050.0
AT4G24920,1431.6,1440.3,1483.6,1772.0,1396.1,1606.3,1377.8,1562.8,1184.7,1286.5,976.6,1141.7,1225.4,1133.3
AT4G24940,806.8,887.1,826.4,890.7,848.4,828.4,786.5,884.7,575.0,754.2,638.1,697.2,588.0,679.5
AT4G24960,1082.2,1310.5,762.9,962.5,747.5,947.8,871.6,966.7,1037.9,1267.0,1105.0,1172.7,981.2,1111.7
AT4G24820,1845.3,1933.5,1684.4,1855.0,1679.3,1788.6,1597.8,1845.3,1486.7,1530.6,1402.7,1610.8,1368.7,1470.1
AT4G25050,1555.3,1353.6,1543.9,1573.0,1314.0,1435.0,1583.4,1264.0,1347.2,1190.9,1042.5,949.2,1183.5,1170.9
AT4G25080,1247.7,1053.2,1324.0,1162.1,1277.1,1278.0,1464.7,1159.4,1395.5,1210.5,1047.1,1203.9,1331.2,1210.7
AT4G25370,1101.5,725.5,998.9,725.3,967.6,697.6,906.5,623.8,826.2,607.3,690.2,567.9,655.7,527.2
AT4G25340,922.1,918.8,841.1,845.3,689.1,780.9,641.9,736.4,529.8,591.7,734.6,736.6,715.8,543.2
AT4G25630,4023.2,3368.4,3635.0,3287.6,3010.4,3086.4,3243.8,2671.2,1724.2,1688.2,2233.0,1961.2,1932.5,1925.2
AT4G25740,2176.9,2196.1,2078.3,2200.0,1990.0,2207.8,2062.2,2157.7,2499.0,2554.7,2314.2,2542.1,2381.6,2565.2
AT4G25890,1425.0,1129.1,1371.1,1275.7,1167.9,1067.2,1246.4,1095.0,1048.0,1047.2,1065.0,1119.6,1037.0,996.9
